ID	adj.P.Val	P.Value	F	GI	Gene.symbol	Gene.title	Gene.ID
ILMN_1252373	0.340026	6.83e-03	5.9736139	261862332	Pus7l	pseudouridylate synthase 7-like	78895
ILMN_2749448	0.341231	6.94e-03	5.9505573	460417278	Plekho2	pleckstrin homology domain containing, family O member 2	102595
ILMN_1235571	0.341231	6.96e-03	5.9476241	239937453	Cyr61	cysteine rich protein 61	16007
ILMN_2632778	0.341231	6.97e-03	5.9446172	380862362	Kdm1b	lysine (K)-specific demethylase 1B	218214
ILMN_2922334	0.341231	6.99e-03	5.9405586	188219610	Dtx4	deltex 4, E3 ubiquitin ligase	207521
ILMN_2911128	0.341231	7.00e-03	5.9388425	126215531	C4a	complement component 4A (Rodgers blood group)	625018
ILMN_2686183	0.341231	7.04e-03	5.9300612	377652332	Map1lc3a	microtubule-associated protein 1 light chain 3 alpha	66734
ILMN_2635377	0.341231	7.07e-03	5.9243732	364502973	Ubox5	U box domain containing 5	140629
ILMN_1218205	0.341231	7.08e-03	5.9228215	110665721	Taf5	TATA-box binding protein associated factor 5	226182
ILMN_2632230	0.342673	7.17e-03	5.9058454	357527428	Atg13	autophagy related 13	51897
ILMN_2610973	0.342673	7.17e-03	5.9056502	577019521	Clock	circadian locomotor output cycles kaput	12753
ILMN_2482390	0.344358	7.25e-03	5.8894131	114052525	Usp2	ubiquitin specific peptidase 2	53376
ILMN_2664103	0.344358	7.30e-03	5.8793123	115270975	Cln8	ceroid-lipofuscinosis, neuronal 8	26889
ILMN_2956895	0.344358	7.30e-03	5.8792462	167466257	Cul4a	cullin 4A	99375
ILMN_1219183	0.344358	7.33e-03	5.8745303	550821949	St3gal3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	20441
ILMN_2670398	0.344358	7.34e-03	5.8711339	122937367	Eif4ebp1	eukaryotic translation initiation factor 4E binding protein 1	13685
ILMN_2689138	0.349185	7.50e-03	5.8421111	295424170	Cipc	CLOCK interacting protein, circadian	217732
ILMN_2877706	0.349185	7.52e-03	5.8383767	594190796	Tfpt	TCF3 (E2A) fusion partner	69714
ILMN_3160218	0.349185	7.53e-03	5.8352157	160333186	Amica1	adhesion molecule, interacts with CXADR antigen 1	270152
ILMN_2663613	0.349249	7.58e-03	5.8273774	225007616	Itgb5	integrin beta 5	16419
ILMN_2661422	0.349249	7.59e-03	5.8242309	71361672	Ramp2	receptor (calcitonin) activity modifying protein 2	54409
ILMN_1213809	0.355196	7.75e-03	5.7951115	33413405	Gpr18	G protein-coupled receptor 18	110168
ILMN_2696610	0.358038	7.85e-03	5.7764443	NA			
ILMN_2984462	0.358038	7.87e-03	5.7733125	170172543	Ercc5	excision repair cross-complementing rodent repair deficiency, complementation group 5	22592
ILMN_2506499	0.361225	7.97e-03	5.7555976	146198826	Ube3a	ubiquitin protein ligase E3A	22215
ILMN_2822053	0.369419	8.18e-03	5.7188781	133892174	Stx4a	syntaxin 4A (placental)	20909
ILMN_2955104	0.369464	8.21e-03	5.7135019	163965355	Naca	nascent polypeptide-associated complex alpha polypeptide	17938
ILMN_1232903	0.37116	8.31e-03	5.6970941	224809388	Acbd6	acyl-Coenzyme A binding domain containing 6	72482
ILMN_2493052	0.37116	8.31e-03	5.6967364	NA			
ILMN_2747552	0.373893	8.41e-03	5.6813216	225703047	Fbxo34	F-box protein 34	78938
ILMN_2993109	0.376783	8.50e-03	5.6654307	142348052	Ddit4	DNA-damage-inducible transcript 4	74747
ILMN_2853744	0.377057	8.54e-03	5.6593187	141802629	Brix1	BRX1, biogenesis of ribosomes	67832
ILMN_1258158	0.378345	8.60e-03	5.6494762	927928767	Aldh6a1	aldehyde dehydrogenase family 6, subfamily A1	104776
ILMN_2614246	0.379286	8.66e-03	5.6391365	558516017	Dnajb4	DnaJ heat shock protein family (Hsp40) member B4	67035
ILMN_2713841	0.379286	8.68e-03	5.6359131	183396770	Hspd1	heat shock protein 1 (chaperonin)	15510
ILMN_1238871	0.380758	8.82e-03	5.6144392	40254513	Gapvd1	GTPase activating protein and VPS9 domains 1	66691
ILMN_2895000	0.380758	8.85e-03	5.6087722	357588438	Slc35c2	solute carrier family 35, member C2	228875
ILMN_1228026	0.380758	8.87e-03	5.6060105	802083930	Midn	midnolin	59090
ILMN_1238799	0.380758	8.89e-03	5.6036251	156255198	Azin1	antizyme inhibitor 1	54375
ILMN_1250195	0.380758	8.94e-03	5.5955965	118150657	Ndrg1	N-myc downstream regulated gene 1	17988
ILMN_2674979	0.380758	8.95e-03	5.5938904	112734868	Fus	fused in sarcoma	233908
ILMN_1214092	0.380758	8.98e-03	5.5885716	269973914	Gphn	gephyrin	268566
ILMN_2623983	0.380758	9.04e-03	5.5801749	183583541	Egr2	early growth response 2	13654
ILMN_3007971	0.380758	9.05e-03	5.5780402	238624238	Gm826	predicted gene 826	329554
ILMN_2617499	0.380758	9.06e-03	5.5770999	253795497	Dek	DEK oncogene (DNA binding)	110052
ILMN_2711570	0.380758	9.06e-03	5.5763854	326633244	Ints3	integrator complex subunit 3	229543
ILMN_2707137	0.381892	9.12e-03	5.5674382	194328763	Jade1	jade family PHD finger 1	269424
ILMN_2682173	0.38313	9.18e-03	5.5581416	57863770	Mfsd11	major facilitator superfamily domain containing 11	69900
ILMN_2616226	0.386732	9.32e-03	5.5372994	253795448	Dbp	D site albumin promoter binding protein	13170
ILMN_2997308	0.386732	9.46e-03	5.517174	731441422	Gtf2h4	general transcription factor II H, polypeptide 4	14885
ILMN_3163196	0.386732	9.48e-03	5.5130285	112421173	Nr2f2	nuclear receptor subfamily 2, group F, member 2	11819
ILMN_2630605	0.386732	9.49e-03	5.5122104	113680347	Fscn1	fascin actin-bundling protein 1	14086
ILMN_2747553	0.386732	9.50e-03	5.5103441	225703047	Fbxo34	F-box protein 34	78938
ILMN_2751653	0.386732	9.52e-03	5.5076636	118130806	Pnpla8	patatin-like phospholipase domain containing 8	67452
ILMN_2734905	0.386732	9.53e-03	5.5060593	118130856	Onecut1	one cut domain, family member 1	15379
ILMN_1232589	0.386732	9.54e-03	5.5041675	118130378	Kin	Kin17 DNA and RNA binding protein	16588
ILMN_2660438	0.386732	9.57e-03	5.5008025	255759987	Tank	TRAF family member-associated Nf-kappa B activator	21353
ILMN_1247302	0.386732	9.60e-03	5.4956335	238550121	3010026O09Rik	RIKEN cDNA 3010026O09 gene	68067
ILMN_1260593	0.386732	9.63e-03	5.4915439	NA			
ILMN_1257097	0.386732	9.66e-03	5.4869754	226423906	Cnp	2',3'-cyclic nucleotide 3' phosphodiesterase	12799
ILMN_1260112	0.386732	9.75e-03	5.4750581	254281265	Ist1	increased sodium tolerance 1 homolog (yeast)	71955
ILMN_2776952	0.386732	9.77e-03	5.4711907	326439061	Apex1	apurinic/apyrimidinic endonuclease 1	11792
ILMN_2688728	0.386732	9.78e-03	5.4707286	253683454	Pcyt1a	phosphate cytidylyltransferase 1, choline, alpha isoform	13026
ILMN_2687723	0.386732	9.81e-03	5.4655407	NA			
ILMN_2708440	0.386732	9.82e-03	5.4651289	160333828	Snx12	sorting nexin 12	55988
ILMN_1229547	0.386732	9.86e-03	5.4597514	254939622	Spon2	spondin 2, extracellular matrix protein	100689
ILMN_2845045	0.386732	9.87e-03	5.4573743	31980750	B3gat3	beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)	72727
ILMN_1232884	0.387133	9.91e-03	5.4514837	289191339	Sphk1	sphingosine kinase 1	20698
ILMN_2670375	0.391747	1.01e-02	5.4306552	133892559	Itm2b	integral membrane protein 2B	16432
ILMN_2927373	0.392441	1.01e-02	5.4211317	589269229	Ddit3	DNA-damage inducible transcript 3	13198
ILMN_2916791	0.392441	1.01e-02	5.4193782	597436958	Zkscan17	zinc finger with KRAB and SCAN domains 17	268417
ILMN_1247468	0.393116	1.02e-02	5.4081768	27228962	Ftsj3	FtsJ RNA methyltransferase homolog 3 (E. coli)	56095
ILMN_1238246	0.393116	1.02e-02	5.4075662	227330589	Ufl1	UFM1 specific ligase 1	67490
ILMN_2921103	0.393116	1.03e-02	5.403874	158186702	Hnrnpm	heterogeneous nuclear ribonucleoprotein M	76936
ILMN_1235347	0.39551	1.04e-02	5.3911475	606215116	Pgap2	post-GPI attachment to proteins 2	233575
ILMN_3157568	0.402836	1.06e-02	5.3615179	90093352	Bcl2l11	BCL2-like 11 (apoptosis facilitator)	12125
ILMN_3150205	0.407858	1.07e-02	5.3401495	86198299	Gm5512	required for meiotic nuclear division 1 pseudogene	433224
ILMN_2483304	0.407984	1.08e-02	5.3354314	118131124	Lyve1	lymphatic vessel endothelial hyaluronan receptor 1	114332
ILMN_2763602	0.408751	1.08e-02	5.3271784	120407042	Maea	macrophage erythroblast attacher	59003
ILMN_2780489	0.408751	1.09e-02	5.31897	226823366	Fh1	fumarate hydratase 1	14194
ILMN_2610424	0.408751	1.09e-02	5.3166272	148271074	Myt1l	myelin transcription factor 1-like	17933
ILMN_2590908	0.408751	1.09e-02	5.315822	27753994	Abcb8	ATP-binding cassette, sub-family B (MDR/TAP), member 8	74610
ILMN_2677056	0.408942	1.10e-02	5.3071732	111120319	Chp1	calcineurin-like EF hand protein 1	56398
ILMN_2712584	0.408942	1.10e-02	5.3067489	146134978	Ccdc59	coiled-coil domain containing 59	52713
ILMN_2745614	0.411129	1.11e-02	5.2952316	474451723	Fam134b	family with sequence similarity 134, member B	66270
ILMN_2998406	0.412325	1.12e-02	5.2857931	163644306	Zfp979	zinc finger protein 979	112422
ILMN_1242888	0.412325	1.12e-02	5.2806501	1044635683	Cpa4	carboxypeptidase A4	71791
ILMN_1213167	0.412325	1.12e-02	5.2787529	110630013	Eif4g2	eukaryotic translation initiation factor 4, gamma 2	13690
ILMN_2729706	0.413468	1.13e-02	5.2708168	31980750	B3gat3	beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)	72727
ILMN_1225056	0.415091	1.14e-02	5.2613234	294979173	Slc5a6	solute carrier family 5 (sodium-dependent vitamin transporter), member 6	330064
ILMN_2636335	0.418794	1.15e-02	5.24505	226958315	Srsf2	serine/arginine-rich splicing factor 2	20382
ILMN_2503329	0.418811	1.16e-02	5.2409019	117647246	Zcchc9	zinc finger, CCHC domain containing 9	69085
ILMN_1247760	0.421128	1.17e-02	5.2292722	39930440	2210016L21Rik	RIKEN cDNA 2210016L21 gene	72357
ILMN_3141738	0.423291	1.18e-02	5.2155924	38146002	Ttc8	tetratricopeptide repeat domain 8	76260
ILMN_1216763	0.423291	1.18e-02	5.2141462	575771788	Brd8	bromodomain containing 8	78656
ILMN_2979824	0.424519	1.19e-02	5.206148	922959951	Rgs5	regulator of G-protein signaling 5	19737
ILMN_2700166	0.425367	1.19e-02	5.1993973	80751174	Ccnd2	cyclin D2	12444
ILMN_2673213	0.425807	1.20e-02	5.1907026	40254234	Prune	prune exopolyphosphatase	229589
ILMN_2430220	0.425807	1.20e-02	5.189977	557357738	Tmem2	transmembrane protein 2	83921
ILMN_2473755	0.427121	1.21e-02	5.1782633	254675216	Vps18	VPS18 CORVET/HOPS core subunit	228545
ILMN_1255745	0.427121	1.21e-02	5.1761262	71795665	Tprgl	transformation related protein 63 regulated like	67808
ILMN_3160234	0.427121	1.21e-02	5.1738486	162287257	Zfp551	zinc fingr protein 551	619331
ILMN_2697652	0.434344	1.24e-02	5.1455899	118130239	Chd4	chromodomain helicase DNA binding protein 4	107932
ILMN_2949869	0.434344	1.24e-02	5.1430125	239915964	Ift88	intraflagellar transport 88	21821
ILMN_2670407	0.434344	1.24e-02	5.1391906	142384133	Aqp11	aquaporin 11	66333
ILMN_1231396	0.434594	1.25e-02	5.1344982	40254112	Sertad3	SERTA domain containing 3	170742
ILMN_1242842	0.437764	1.26e-02	5.1207112	251823799	H2afy	H2A histone family, member Y	26914
ILMN_2651582	0.440716	1.27e-02	5.1076916	188219652	Fam184b	family with sequence similarity 184, member B	58227
ILMN_2879848	0.443301	1.28e-02	5.0958742	550821949	St3gal3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	20441
ILMN_1228501	0.443943	1.29e-02	5.0900541	108796647	Tob2	transducer of ERBB2, 2	57259
ILMN_2601020	0.447853	1.31e-02	5.0743065	323462196	Cnot10	CCR4-NOT transcription complex, subunit 10	78893
ILMN_3092415	0.449553	1.31e-02	5.0653373	270132745	Hbp1	high mobility group box transcription factor 1	73389
ILMN_3048503	0.449685	1.32e-02	5.0611233	556503395	Nipbl	Nipped-B homolog (Drosophila)	71175
ILMN_1237736	0.454125	1.34e-02	5.0412366	229892330	Plekhf2	pleckstrin homology domain containing, family F (with FYVE domain) member 2	71801
ILMN_2599214	0.454125	1.34e-02	5.0398188	255069799	6430548M08Rik	RIKEN cDNA 6430548M08 gene	234797
ILMN_2837888	0.454125	1.34e-02	5.0364277	118131016	Nrbf2	nuclear receptor binding factor 2	641340
ILMN_2670427	0.454243	1.35e-02	5.0312662	391738223	Romo1	reactive oxygen species modulator 1	67067
ILMN_3136056	0.454243	1.35e-02	5.0251616	124244103	Atxn2	ataxin 2	20239
ILMN_1228245	0.454243	1.35e-02	5.0248057	NA			
ILMN_2757855	0.455123	1.36e-02	5.0152345	459683875	Ehmt1	euchromatic histone methyltransferase 1	77683
ILMN_1239143	0.455123	1.36e-02	5.0147311	257796246	Sdhd	succinate dehydrogenase complex, subunit D, integral membrane protein	66925
ILMN_2783896	0.456527	1.38e-02	4.9987059	163838659	Atm	ataxia telangiectasia mutated	11920
ILMN_1223960	0.456527	1.38e-02	4.9978175	158749617	Scand1	SCAN domain-containing 1	19018
ILMN_1245529	0.456527	1.38e-02	4.9976741	298286504	Pcsk4	proprotein convertase subtilisin/kexin type 4	18551
ILMN_1255485	0.456527	1.38e-02	4.9953519	118130414	Trmu	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	72026
ILMN_3060766	0.456527	1.39e-02	4.9883556	557786159	Atl2	atlastin GTPase 2	56298
ILMN_2595283	0.456527	1.39e-02	4.9864046	254911008	Rrp1b	ribosomal RNA processing 1 homolog B (S. cerevisiae)	72462
ILMN_2787257	0.456527	1.39e-02	4.9848127	672890585	Coro1a	coronin, actin binding protein 1A	12721
ILMN_1249378	0.458414	1.40e-02	4.9756044	146134431	Bhlhe40	basic helix-loop-helix family, member e40	20893
ILMN_2604688	0.460899	1.42e-02	4.9646809	116256501	Ap2a1	adaptor-related protein complex 2, alpha 1 subunit	11771
ILMN_1255390	0.461746	1.42e-02	4.9564343	928589386	Gemin2	gem (nuclear organelle) associated protein 2	66603
ILMN_2739797	0.461746	1.43e-02	4.9549878	1033208188	Olfr427	olfactory receptor 427	259162
ILMN_2780619	0.462139	1.43e-02	4.9487583	229608955	Zdhhc21	zinc finger, DHHC domain containing 21	68268
ILMN_2679428	0.462139	1.43e-02	4.9466678	229577371	Sdhaf4	succinate dehydrogenase complex assembly factor 4	68002
ILMN_2740053	0.46221	1.44e-02	4.94289	146141209	Prpf3	pre-mRNA processing factor 3	70767
ILMN_2659006	0.464967	1.45e-02	4.9285602	27370509	Pon3	paraoxonase 3	269823
ILMN_2491719	0.464967	1.45e-02	4.927765	283837867	Zfp612	zinc finger protein 612	234725
ILMN_3100042	0.468141	1.47e-02	4.9150652	161086886	Btrc	beta-transducin repeat containing protein	12234
ILMN_2595967	0.470108	1.48e-02	4.9058941	194440705	Rpl35a	ribosomal protein L35A	57808
ILMN_1259132	0.470512	1.48e-02	4.9012226	141802025	Osbpl2	oxysterol binding protein-like 2	228983
ILMN_1232532	0.480446	1.52e-02	4.8696378	894216205	Rnf220	ring finger protein 220	66743
ILMN_1249142	0.482889	1.53e-02	4.8570037	150378500	Cpd	carboxypeptidase D	12874
ILMN_2727004	0.482889	1.53e-02	4.8558551	23956165	Luc7l3	LUC7-like 3 (S. cerevisiae)	67684
ILMN_2590321	0.482991	1.54e-02	4.8520979	146134914	Nhlrc2	NHL repeat containing 2	66866
ILMN_2645613	0.483695	1.55e-02	4.8436348	22122408	Cc2d1a	coiled-coil and C2 domain containing 1A	212139
ILMN_2888539	0.483695	1.55e-02	4.8432309	134053872	Zbed5	zinc finger, BED type containing 5	71970
ILMN_2903698	0.485552	1.56e-02	4.8346507	148747596	Snapc3	small nuclear RNA activating complex, polypeptide 3	77634
ILMN_2597827	0.486101	1.57e-02	4.8297037	451958115	Arc	activity regulated cytoskeletal-associated protein	11838
ILMN_2878355	0.487345	1.57e-02	4.8228584	83281453	Kpna2	karyopherin (importin) alpha 2	16647
ILMN_1223395	0.488511	1.58e-02	4.8162456	254553255	Trafd1	TRAF type zinc finger domain containing 1	231712
ILMN_1239102	0.488849	1.59e-02	4.8119157	114431227	H2-Eb1	histocompatibility 2, class II antigen E beta	14969
ILMN_3159840	0.494578	1.61e-02	4.789244	556695418	Fer	fer (fms/fps related) protein kinase	14158
ILMN_2609056	0.494578	1.62e-02	4.7867927	258613869	Ago2	argonaute RISC catalytic subunit 2	239528
ILMN_2662920	0.494578	1.62e-02	4.7839532	170172519	Dbt	dihydrolipoamide branched chain transacylase E2	13171
ILMN_2675514	0.494578	1.62e-02	4.782816	247300904	Rpp38	ribonuclease P/MRP 38 subunit	227522
ILMN_1252078	0.500653	1.64e-02	4.7631494	309319789	Foxp1	forkhead box P1	108655
ILMN_2732827	0.501819	1.66e-02	4.7541775	228480231	Snrpa1	small nuclear ribonucleoprotein polypeptide A'	68981
ILMN_1213053	0.501819	1.66e-02	4.7533692	146141150	Wars2	tryptophanyl tRNA synthetase 2 (mitochondrial)	70560
ILMN_2630593	0.50271	1.66e-02	4.7476787	481026546	Emd	emerin	13726
ILMN_2959976	0.509985	1.69e-02	4.7252042	210147424	Tom1	target of myb1 trafficking protein	21968
ILMN_2746075	0.522885	1.74e-02	4.6886459	76496488	Csnk1d	casein kinase 1, delta	104318
ILMN_1238893	0.523914	1.75e-02	4.6784669	114326526	Lime1	Lck interacting transmembrane adaptor 1	72699
ILMN_2626653	0.523914	1.75e-02	4.6775829	31982715	Timm10b	translocase of inner mitochondrial membrane 10B	14356
ILMN_2732317	0.523914	1.76e-02	4.6761932	244792920	Pik3r2	phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 2 (p85 beta)	18709
ILMN_1227235	0.526741	1.77e-02	4.6657804	158937239	Timm10	translocase of inner mitochondrial membrane 10	30059
ILMN_3034381	0.527246	1.78e-02	4.6612553	448824841	Nup88	nucleoporin 88	19069
ILMN_2786764	0.52827	1.79e-02	4.6527102	146134878	Rab5a	RAB5A, member RAS oncogene family	271457
ILMN_2735981	0.52827	1.79e-02	4.6505502	226874909	Emg1	EMG1 N1-specific pseudouridine methyltransferase	14791
ILMN_1242106	0.52827	1.79e-02	4.6479019	133891683	Nmrk1	nicotinamide riboside kinase 1	225994
ILMN_2592810	0.52827	1.80e-02	4.6457578	146134424	Map3k3	mitogen-activated protein kinase kinase kinase 3	26406
ILMN_3143069	0.53003	1.81e-02	4.638137	84794639	Klhl15	kelch-like 15	236904
ILMN_2629776	0.530125	1.81e-02	4.6346994	298286504	Pcsk4	proprotein convertase subtilisin/kexin type 4	18551
ILMN_3066673	0.530206	1.82e-02	4.6289728	1025608617	Gm14325	predicted gene 14325	329575
ILMN_1246390	0.530206	1.82e-02	4.6261812	165377213	Slc20a2	solute carrier family 20, member 2	20516
ILMN_3162499	0.530206	1.82e-02	4.6249449	254939601	Tmem192	transmembrane protein 192	73067
ILMN_3030340	0.530414	1.83e-02	4.620324	76496488	Csnk1d	casein kinase 1, delta	104318
ILMN_2506115	0.530414	1.84e-02	4.6164503	40254401	Ulk1	unc-51 like kinase 1	22241
ILMN_3155363	0.530414	1.84e-02	4.6128193	112421038	Ppl	periplakin	19041
ILMN_2744164	0.530414	1.84e-02	4.6118032	119372287	Tns2	tensin 2	209039
ILMN_1258453	0.531787	1.85e-02	4.6052436	142387913	Vps53	VPS53 GARP complex subunit	68299
ILMN_1246295	0.538643	1.88e-02	4.5821052	323462198	Cryzl1	crystallin, zeta (quinone reductase)-like 1	66609
ILMN_2642681	0.538643	1.89e-02	4.5820478	NA			
ILMN_1257163	0.538922	1.89e-02	4.5782556	NA			
ILMN_2734848	0.539319	1.90e-02	4.5741802	100913022	Brd2	bromodomain containing 2	14312
ILMN_2626294	0.540074	1.90e-02	4.569239	153792656	Pam	peptidylglycine alpha-amidating monooxygenase	18484
ILMN_2902625	0.541279	1.91e-02	4.5632099	166295180	Qrich1	glutamine-rich 1	69232
ILMN_2611676	0.546297	1.93e-02	4.547948	594542518	Ogt	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)	108155
ILMN_3055801	0.547559	1.94e-02	4.5418358	555943679	Rarg	retinoic acid receptor, gamma	19411
ILMN_2935157	0.548483	1.95e-02	4.5365525	142371908	Foxs1	forkhead box S1	14239
ILMN_2784514	0.550707	1.96e-02	4.5281634	156766060	Lilra5	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5	232801
ILMN_2644708	0.552771	1.98e-02	4.5180597	158508447	Fam204a	family with sequence similarity 204, member A	76539
ILMN_1217794	0.552771	1.98e-02	4.5162962	67846097	Timm9	translocase of inner mitochondrial membrane 9	30056
ILMN_2609073	0.552771	1.98e-02	4.5141286	253683469	Mgat4b	mannoside acetylglucosaminyltransferase 4, isoenzyme B	103534
ILMN_2469253	0.552781	1.99e-02	4.5103842	145966877	Vpreb3	pre-B lymphocyte gene 3	22364
ILMN_1249344	0.552781	1.99e-02	4.5080738	141802797	Tmem234	transmembrane protein 234	76799
ILMN_2941122	0.553907	2.01e-02	4.4963895	109150413	Pex10	peroxisomal biogenesis factor 10	668173
ILMN_2997282	0.553907	2.01e-02	4.4943908	226958680	Has1	hyaluronan synthase1	15116
ILMN_2683363	0.553907	2.01e-02	4.4943424	114051543	Tmem259	transmembrane protein 259	216157
ILMN_2606873	0.553907	2.02e-02	4.4878344	145301585	Nelfcd	negative elongation factor complex member C/D, Th1l	57314
ILMN_2663186	0.553907	2.03e-02	4.4858814	6753321	Cct4	chaperonin containing Tcp1, subunit 4 (delta)	12464
ILMN_2891688	0.553907	2.03e-02	4.4846668	111118962	Sdhaf1	succinate dehydrogenase complex assembly factor 1	68332
ILMN_1226528	0.553907	2.03e-02	4.4820363	258645115	Kctd2	potassium channel tetramerisation domain containing 2	70382
ILMN_2792267	0.553907	2.03e-02	4.481567	295390023	Tirap	toll-interleukin 1 receptor (TIR) domain-containing adaptor protein	117149
ILMN_2702997	0.554005	2.04e-02	4.4772399	118130285	Thap7	THAP domain containing 7	69009
ILMN_1246073	0.554005	2.04e-02	4.4754491	126012509	Lefty1	left right determination factor 1	13590
ILMN_2647476	0.554899	2.05e-02	4.4703963	575501684	Lrrc40	leucine rich repeat containing 40	67144
ILMN_2848353	0.555193	2.06e-02	4.4667742	141801945	Zfp771	zinc finger protein 771	244216
ILMN_3072536	0.556413	2.07e-02	4.4604628	281332182	Eif5	eukaryotic translation initiation factor 5	217869
