ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_2589525	0.48422	6.94e-03	-3.39	-2.1437	-2.26e-01	595763391	Cpeb3	cytoplasmic polyadenylation element binding protein 3
ILMN_1222022	0.48428	6.98e-03	-3.39	-2.1476	-1.45e-01	781980391	Kifap3	kinesin-associated protein 3
ILMN_1226829	0.48621	7.04e-03	-3.38	-2.1547	-3.45e-01	144922670	Cd93	CD93 antigen
ILMN_2603944	0.48981	7.19e-03	3.37	-2.1721	1.36e-01	118131206	Rgl1	ral guanine nucleotide dissociation stimulator,-like 1
ILMN_2614304	0.48981	7.19e-03	-3.37	-2.1727	-2.56e-01	255708461	Pola2	polymerase (DNA directed), alpha 2
ILMN_3135781	0.48981	7.21e-03	3.37	-2.1752	4.48e-01	160707924	Anxa3	annexin A3
ILMN_2869524	0.48981	7.23e-03	-3.37	-2.1772	-3.07e-01	146149216	Coa7	cytochrome c oxidase assembly factor 7
ILMN_2788984	0.48981	7.27e-03	3.37	-2.1817	2.84e-01	142366266	Acaa2	acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)
ILMN_2804622	0.48981	7.31e-03	-3.36	-2.1867	-3.71e-01	142350961	Med25	mediator complex subunit 25
ILMN_2718843	0.48981	7.38e-03	3.36	-2.1942	1.73e-01	142360571	Fam111a	family with sequence similarity 111, member A
ILMN_2692421	0.48981	7.38e-03	-3.36	-2.1944	-1.87e-01	357527430	Ciz1	CDKN1A interacting zinc finger protein 1
ILMN_2633367	0.48981	7.42e-03	-3.35	-2.1986	-8.37e-01	328927076	Map4	microtubule-associated protein 4
ILMN_2872537	0.48981	7.46e-03	-3.35	-2.2024	-2.41e-01	24497430	Nupl1	nucleoporin like 1
ILMN_1231779	0.48981	7.46e-03	-3.35	-2.203	-2.80e-01	85861256	Twistnb	twist basic helix-loop-helix transcription factor 1 neighbor
ILMN_2891104	0.48981	7.48e-03	-3.35	-2.205	-2.88e-01	229892224	Tmco4	transmembrane and coiled-coil domains 4
ILMN_2876749	0.49093	7.59e-03	-3.34	-2.2177	-3.10e-01	433660825	Sema6c	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C
ILMN_2620145	0.49093	7.61e-03	-3.34	-2.2195	-3.28e-01	258645147	Plcd3	phospholipase C, delta 3
ILMN_2841032	0.49093	7.62e-03	-3.34	-2.2206	-2.48e-01	228008312	Gpatch2	G patch domain containing 2
ILMN_1228827	0.49093	7.64e-03	3.34	-2.2228	1.43e-01	261862324	Armcx6	armadillo repeat containing, X-linked 6
ILMN_2482766	0.49093	7.72e-03	-3.33	-2.2314	-3.44e-01	240255580	Tspyl1	testis-specific protein, Y-encoded-like 1
ILMN_3044633	0.49093	7.76e-03	3.33	-2.236	1.11e-01	550821914	Sri	sorcin
ILMN_1220820	0.49093	7.85e-03	-3.32	-2.2449	-2.62e-01	285026481	Ttc4	tetratricopeptide repeat domain 4
ILMN_1229454	0.49093	7.87e-03	-3.32	-2.2473	-1.50e-01	285402461	Cuedc1	CUE domain containing 1
ILMN_1233129	0.49093	7.87e-03	-3.32	-2.2475	-2.11e-01	148352332	Zbtb22	zinc finger and BTB domain containing 22
ILMN_2864497	0.49093	7.97e-03	-3.31	-2.258	-3.19e-01	253683408	Ncdn	neurochondrin
ILMN_2664449	0.49093	8.01e-03	-3.31	-2.2623	-1.60e-01	343957349	1700001O22Rik	RIKEN cDNA 1700001O22 gene
ILMN_2822825	0.49093	8.03e-03	3.31	-2.2643	1.70e-01	33859800	Fbxo2	F-box protein 2
ILMN_1259606	0.49093	8.03e-03	3.31	-2.2645	2.31e-01	167830468	Abhd18	abhydrolase domain containing 18
ILMN_2817864	0.49093	8.06e-03	3.30	-2.2673	4.39e-01	142377379	Ckmt2	creatine kinase, mitochondrial 2
ILMN_3113437	0.49093	8.08e-03	-3.30	-2.2694	-3.57e-01	557357738	Tmem2	transmembrane protein 2
ILMN_1249999	0.49093	8.10e-03	3.30	-2.2716	2.49e-01	141801753	Kdelc1	KDEL (Lys-Asp-Glu-Leu) containing 1
ILMN_2964785	0.49093	8.17e-03	-3.30	-2.2783	-1.90e-01	85986588	Zfhx2	zinc finger homeobox 2
ILMN_2922178	0.49093	8.18e-03	3.30	-2.279	1.34e-01	170932507	Sult5a1	sulfotransferase family 5A, member 1
ILMN_2701501	0.49093	8.22e-03	-3.29	-2.2832	-2.88e-01	409971443	Ncaph2	non-SMC condensin II complex, subunit H2
ILMN_3150205	0.49093	8.23e-03	3.29	-2.2842	1.94e-01	86198299	Gm5512	required for meiotic nuclear division 1 pseudogene
ILMN_1233827	0.49093	8.31e-03	-3.29	-2.2926	-2.35e-01	407027859	Enox2	ecto-NOX disulfide-thiol exchanger 2
ILMN_2813284	0.49093	8.37e-03	-3.28	-2.2983	-1.66e-01	268837076	Atxn3	ataxin 3
ILMN_2762509	0.49093	8.39e-03	-3.28	-2.2999	-2.54e-01	253683408	Ncdn	neurochondrin
ILMN_1225835	0.49093	8.46e-03	3.28	-2.3072	4.34e-01	118131047	Mfap5	microfibrillar associated protein 5
ILMN_2689678	0.49093	8.58e-03	-3.27	-2.3189	-2.19e-01	55742726	Ddx54	DEAD (Asp-Glu-Ala-Asp) box polypeptide 54
ILMN_3162775	0.49093	8.59e-03	3.27	-2.3199	1.50e-01	118129943	Nyap2	neuronal tyrosine-phophorylated phosphoinositide 3-kinase adaptor 2
ILMN_1252222	0.49093	8.61e-03	-3.26	-2.3222	-2.55e-01	254939512	Hectd2	HECT domain containing 2
ILMN_2668197	0.49093	8.62e-03	-3.26	-2.3224	-3.35e-01	599045631	Stau1	staufen (RNA binding protein) homolog 1 (Drosophila)
ILMN_1250435	0.49093	8.62e-03	3.26	-2.3226	2.34e-01	242117963	Sh3d21	SH3 domain containing 21
ILMN_2821196	0.49093	8.62e-03	3.26	-2.3232	4.09e-01	162461906	Hspa9	heat shock protein 9
ILMN_2605756	0.49093	8.64e-03	-3.26	-2.3247	-2.05e-01	131412197	Klc1	kinesin light chain 1
ILMN_1242619	0.49093	8.64e-03	-3.26	-2.3247	-2.11e-01	148839317	Smchd1	SMC hinge domain containing 1
ILMN_2800861	0.49093	8.65e-03	-3.26	-2.3258	-1.64e-01	530788312	Brpf1	bromodomain and PHD finger containing, 1
ILMN_1223862	0.49093	8.67e-03	-3.26	-2.3273	-2.29e-01	601983581	Cux1	cut-like homeobox 1
ILMN_1259132	0.49093	8.68e-03	-3.26	-2.329	-2.76e-01	141802025	Osbpl2	oxysterol binding protein-like 2
ILMN_2902492	0.49093	8.77e-03	-3.25	-2.3375	-2.83e-01	146198749	Napepld	N-acyl phosphatidylethanolamine phospholipase D
ILMN_1215305	0.49093	8.79e-03	-3.25	-2.3391	-2.63e-01	300116312	Kat2b	K(lysine) acetyltransferase 2B
ILMN_2943722	0.49093	8.81e-03	-3.25	-2.341	-6.17e-01	890824840	Ociad2	OCIA domain containing 2
ILMN_2780424	0.49093	8.81e-03	3.25	-2.341	4.84e-01	158508425	Zfp36l1	zinc finger protein 36, C3H type-like 1
ILMN_1217262	0.49093	8.82e-03	-3.25	-2.342	-2.01e-01	118130277	Zfpl1	zinc finger like protein 1
ILMN_1215331	0.49093	8.85e-03	-3.25	-2.3448	-3.33e-01	117168270	Dicer1	dicer 1, ribonuclease type III
ILMN_2886828	0.49093	8.86e-03	-3.25	-2.346	-2.86e-01	576796298	Rarb	retinoic acid receptor, beta
ILMN_2707895	0.49093	8.96e-03	-3.24	-2.3548	-2.35e-01	557878655	Kdm3a	lysine (K)-specific demethylase 3A
ILMN_2672662	0.49093	9.02e-03	-3.24	-2.3608	-3.01e-01	85861159	Fastk	Fas-activated serine/threonine kinase
ILMN_3117381	0.49093	9.03e-03	3.24	-2.3613	7.25e-01	568384812	Fhl1	four and a half LIM domains 1
ILMN_2824002	0.49093	9.03e-03	-3.24	-2.3614	-5.08e-01	257471024	Frat2	frequently rearranged in advanced T cell lymphomas 2
ILMN_2604985	0.49093	9.07e-03	3.23	-2.3653	1.41e-01	118130251	Cdk5rap1	CDK5 regulatory subunit associated protein 1
ILMN_2730516	0.49093	9.10e-03	-3.23	-2.3674	-1.47e-01	215422356	Herpud2	HERPUD family member 2
ILMN_2940559	0.49093	9.16e-03	-3.23	-2.3734	-3.58e-01	52138535	Gbf1	golgi-specific brefeldin A-resistance factor 1
ILMN_1222734	0.49093	9.17e-03	-3.23	-2.3738	-5.76e-01	118129922	Aldh1a1	aldehyde dehydrogenase family 1, subfamily A1
ILMN_1248210	0.49093	9.17e-03	-3.23	-2.374	-1.67e-01	294661851	Ebna1bp2	EBNA1 binding protein 2
ILMN_2715893	0.49093	9.21e-03	-3.22	-2.3781	-1.43	341926178	Fbxo32	F-box protein 32
ILMN_1235512	0.49093	9.23e-03	3.22	-2.3799	1.70e-01	295444810	Igsf5	immunoglobulin superfamily, member 5
ILMN_3029489	0.49093	9.26e-03	-3.22	-2.3827	-1.98e-01	238624243	Ciart	circadian associated repressor of transcription
ILMN_2845849	0.49093	9.32e-03	-3.22	-2.3878	-5.33e-01	71067118	Xpr1	xenotropic and polytropic retrovirus receptor 1
ILMN_2873862	0.49093	9.36e-03	-3.22	-2.3908	-5.62e-01	255003783	Lrrc30	leucine rich repeat containing 30
ILMN_1243455	0.49093	9.40e-03	-3.21	-2.3947	-1.90e-01	114050894	Celsr2	cadherin, EGF LAG seven-pass G-type receptor 2
ILMN_2649966	0.49093	9.42e-03	3.21	-2.3961	5.04e-01	227500280	Etfa	electron transferring flavoprotein, alpha polypeptide
ILMN_3104118	0.49093	9.44e-03	-3.21	-2.3987	-5.06e-01	208431819	Pkdcc	protein kinase domain containing, cytoplasmic
ILMN_2510260	0.49093	9.48e-03	-3.21	-2.4017	-1.35e-01	142368166	Chmp3	charged multivesicular body protein 3
ILMN_1258280	0.49093	9.49e-03	3.21	-2.4025	1.81e-01	241982809	Ankrd16	ankyrin repeat domain 16
ILMN_2752624	0.49093	9.55e-03	-3.20	-2.408	-3.58e-01	698979993	Ccrl2	chemokine (C-C motif) receptor-like 2
ILMN_1248326	0.49093	9.62e-03	3.20	-2.4136	1.25e-01	158749564	BC100451	cDNA sequence BC100451
ILMN_2455694	0.49093	9.63e-03	3.20	-2.4152	1.40e-01	NA		
ILMN_2756286	0.49093	9.68e-03	-3.19	-2.4194	-2.47e-01	902763376	Larp4b	La ribonucleoprotein domain family, member 4B
ILMN_3064056	0.49093	9.70e-03	-3.19	-2.4209	-1.97e-01	56118241	Stx8	syntaxin 8
ILMN_2682788	0.49093	9.70e-03	-3.19	-2.4209	-1.78e-01	558611364	Jund	jun D proto-oncogene
ILMN_1221045	0.49093	9.73e-03	-3.19	-2.4233	-2.97e-01	545746422	Prkcz	protein kinase C, zeta
ILMN_2778428	0.49093	9.73e-03	-3.19	-2.4238	-1.41e-01	56605679	Thoc6	THO complex 6
ILMN_2672708	0.49155	9.81e-03	-3.19	-2.4304	-3.20e-01	226423913	Lrp11	low density lipoprotein receptor-related protein 11
ILMN_3111383	0.49155	9.81e-03	-3.19	-2.4304	-2.97e-01	124487240	Lonrf1	LON peptidase N-terminal domain and ring finger 1
ILMN_2496121	0.49207	9.86e-03	-3.18	-2.4348	-4.56e-01	146198816	Lsm12	LSM12 homolog
ILMN_2605201	0.49207	9.89e-03	-3.18	-2.4368	-7.46e-01	141802195	Klhl30	kelch-like 30
ILMN_2725035	0.49314	9.96e-03	-3.18	-2.4433	-4.05e-01	225579143	Ebpl	emopamil binding protein-like
ILMN_1259939	0.49314	1.00e-02	-3.17	-2.4483	-1.31e-01	551894288	Trim3	tripartite motif-containing 3
ILMN_2628122	0.49314	1.00e-02	-3.17	-2.4503	-2.33e-01	274320372	Gnl3l	guanine nucleotide binding protein-like 3 (nucleolar)-like
ILMN_2732308	0.49314	1.02e-02	3.17	-2.4587	1.89e-01	255708464	Ppm1a	protein phosphatase 1A, magnesium dependent, alpha isoform
ILMN_1226970	0.49314	1.02e-02	-3.17	-2.459	-2.14e-01	31543965	Wwp2	WW domain containing E3 ubiquitin protein ligase 2
ILMN_2846047	0.49314	1.02e-02	-3.17	-2.4598	-1.62e-01	31980692	Zswim1	zinc finger SWIM-type containing 1
ILMN_1231686	0.49314	1.02e-02	-3.17	-2.4601	-2.43e-01	300116312	Kat2b	K(lysine) acetyltransferase 2B
ILMN_3160648	0.49314	1.02e-02	-3.16	-2.4666	-5.62e-01	154146208	Usp7	ubiquitin specific peptidase 7
ILMN_3163340	0.49314	1.03e-02	-3.16	-2.4711	-1.29e-01	91064873	Rbm45	RNA binding motif protein 45
ILMN_2785104	0.49314	1.03e-02	3.16	-2.4731	2.45e-01	306774099	Srsf7	serine/arginine-rich splicing factor 7
ILMN_2681916	0.49314	1.04e-02	3.15	-2.4793	1.17e-01	133892762	Chrna2	cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal)
ILMN_2606736	0.49314	1.04e-02	3.15	-2.4825	1.44e-01	133507492	Ptprk	protein tyrosine phosphatase, receptor type, K
ILMN_1227113	0.49314	1.04e-02	-3.15	-2.4825	-3.17e-01	227452235	Prkaa2	protein kinase, AMP-activated, alpha 2 catalytic subunit
ILMN_1230454	0.49314	1.05e-02	3.15	-2.4849	3.73e-01	577019526	Hadhb	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit
ILMN_2737710	0.49314	1.05e-02	-3.15	-2.4855	-4.59e-01	225543221	Tiam1	T cell lymphoma invasion and metastasis 1
ILMN_1223140	0.49314	1.05e-02	-3.15	-2.4889	-1.65e-01	227908781	Efl1	elongation factor like GPTase 1
ILMN_3086136	0.49314	1.06e-02	-3.14	-2.4945	-2.25e-01	80978936	Agap1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1
ILMN_1228330	0.49314	1.06e-02	-3.14	-2.4952	-4.51e-01	226342966	Plcl2	phospholipase C-like 2
ILMN_2733708	0.49314	1.06e-02	3.14	-2.497	5.04e-01	142379956	Rbp7	retinol binding protein 7, cellular
ILMN_3161718	0.49314	1.07e-02	3.14	-2.4996	1.21e-01	257096007	Mapk8ip2	mitogen-activated protein kinase 8 interacting protein 2
ILMN_1253854	0.49314	1.07e-02	-3.13	-2.504	-1.97e-01	255759997	Tgif1	TGFB-induced factor homeobox 1
ILMN_2984153	0.49314	1.08e-02	-3.13	-2.5079	-1.79e-01	88853589	Zfp667	zinc finger protein 667
ILMN_2634083	0.49314	1.08e-02	-3.13	-2.5093	-6.42e-01	930425324	Cdkn1a	cyclin-dependent kinase inhibitor 1A (P21)
ILMN_2998934	0.49314	1.08e-02	-3.13	-2.5101	-5.68e-01	113866003	Cited4	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4
ILMN_2645613	0.49314	1.08e-02	-3.13	-2.5122	-2.38e-01	22122408	Cc2d1a	coiled-coil and C2 domain containing 1A
ILMN_2843394	0.49314	1.09e-02	3.13	-2.5149	2.08e-01	163965437	Ptgir	prostaglandin I receptor (IP)
ILMN_2713285	0.49314	1.09e-02	3.13	-2.5156	6.89e-01	568384813	Fhl1	four and a half LIM domains 1
ILMN_2656359	0.49314	1.09e-02	-3.12	-2.5188	-2.66e-01	34328388	Samd10	sterile alpha motif domain containing 10
ILMN_2506528	0.49314	1.09e-02	-3.12	-2.5202	-2.68e-01	882938965	Kdm6a	lysine (K)-specific demethylase 6A
ILMN_3124885	0.49314	1.09e-02	-3.12	-2.5205	-5.67e-01	557786143	Pdpk1	3-phosphoinositide dependent protein kinase 1
ILMN_2752030	0.49314	1.10e-02	-3.12	-2.5228	-5.07e-01	161086894	Cacna2d1	calcium channel, voltage-dependent, alpha2/delta subunit 1
ILMN_2608933	0.49314	1.10e-02	-3.12	-2.5244	-2.45e-01	312176441	Tcof1	treacle ribosome biogenesis factor 1
ILMN_3035601	0.49314	1.10e-02	-3.12	-2.5249	-2.57e-01	156938249	Pou4f1	POU domain, class 4, transcription factor 1
ILMN_3023230	0.49314	1.10e-02	-3.12	-2.5268	-3.64e-01	62945393	Kdm6b	KDM1 lysine (K)-specific demethylase 6B
ILMN_2595478	0.49315	1.10e-02	-3.12	-2.5293	-1.96e-01	802084016	Sall4	sal-like 4 (Drosophila)
ILMN_2974737	0.49583	1.11e-02	3.11	-2.5363	1.21e-01	163644273	Fam167a	family with sequence similarity 167, member A
ILMN_2836137	0.50069	1.13e-02	-3.10	-2.5473	-2.29e-01	766944260	E2f2	E2F transcription factor 2
ILMN_2943762	0.50069	1.13e-02	-3.10	-2.5505	-2.76e-01	118130611	B3galnt2	UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 2
ILMN_1254173	0.50069	1.14e-02	3.10	-2.5518	2.35e-01	109689715	Laptm4a	lysosomal-associated protein transmembrane 4A
ILMN_3094365	0.50069	1.14e-02	-3.10	-2.5563	-1.60e-01	142359829	Gm732	predicted gene 732
ILMN_3154553	0.50069	1.14e-02	-3.10	-2.557	-9.15e-01	557440772	Slc41a3	solute carrier family 41, member 3
ILMN_1221703	0.50069	1.15e-02	-3.09	-2.5603	-3.66e-01	15451839	Abca7	ATP-binding cassette, sub-family A (ABC1), member 7
ILMN_2747553	0.50069	1.15e-02	-3.09	-2.5658	-3.41e-01	225703047	Fbxo34	F-box protein 34
ILMN_1235072	0.50069	1.16e-02	-3.09	-2.5662	-1.49e-01	118130813	Gmeb2	glucocorticoid modulatory element binding protein 2
ILMN_2942883	0.50069	1.16e-02	-3.09	-2.5678	-4.32e-01	111494222	Nt5dc3	5'-nucleotidase domain containing 3
ILMN_2880067	0.50069	1.16e-02	3.09	-2.5685	3.87e-01	133893199	Ndufa8	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8
ILMN_1217408	0.50275	1.17e-02	-3.08	-2.5753	-2.06e-01	255958316	Prkacb	protein kinase, cAMP dependent, catalytic, beta
ILMN_3121784	0.50275	1.17e-02	-3.08	-2.5796	-2.48e-01	47059501	Fam53b	family with sequence similarity 53, member B
ILMN_1229743	0.50275	1.18e-02	3.08	-2.5823	4.28e-01	253314539	Mapre2	microtubule-associated protein, RP/EB family, member 2
ILMN_2765989	0.50275	1.18e-02	-3.08	-2.5832	-1.62e-01	295389845	Otub2	OTU domain, ubiquitin aldehyde binding 2
ILMN_2712878	0.50275	1.18e-02	3.08	-2.5845	1.58e-01	146198807	Dok7	docking protein 7
ILMN_2603540	0.50275	1.18e-02	-3.08	-2.5861	-3.56e-01	118150669	Slc39a7	solute carrier family 39 (zinc transporter), member 7
ILMN_2466034	0.50417	1.19e-02	3.07	-2.5908	1.28e-01	368711302	Ubl4a	ubiquitin-like 4A
ILMN_2979776	0.50437	1.20e-02	-3.07	-2.5966	-2.11e-01	197927094	Mbd5	methyl-CpG binding domain protein 5
ILMN_2602352	0.50437	1.20e-02	3.07	-2.5983	1.20e-01	119637843	Ms4a6d	membrane-spanning 4-domains, subfamily A, member 6D
ILMN_2651715	0.50437	1.21e-02	3.06	-2.6051	2.87e-01	300794836	Axl	AXL receptor tyrosine kinase
ILMN_2780619	0.50437	1.21e-02	-3.06	-2.6055	-3.19e-01	229608955	Zdhhc21	zinc finger, DHHC domain containing 21
ILMN_2610973	0.50437	1.22e-02	-3.06	-2.6089	-3.06e-01	577019521	Clock	circadian locomotor output cycles kaput
ILMN_2799969	0.50437	1.22e-02	-3.06	-2.6092	-2.47e-01	133892345	Cdc5l	cell division cycle 5-like (S. pombe)
ILMN_2630605	0.50437	1.22e-02	-3.06	-2.612	-3.96e-01	113680347	Fscn1	fascin actin-bundling protein 1
ILMN_2794686	0.50437	1.22e-02	-3.06	-2.6124	-2.09e-01	40254103	Desi1	desumoylating isopeptidase 1
ILMN_2632162	0.50437	1.22e-02	-3.06	-2.6146	-2.02e-01	142367492	Crebl2	cAMP responsive element binding protein-like 2
ILMN_3162113	0.50437	1.23e-02	-3.06	-2.6161	-1.99e-01	114326531	Zdhhc18	zinc finger, DHHC domain containing 18
ILMN_2845045	0.50437	1.23e-02	-3.06	-2.6164	-2.31e-01	31980750	B3gat3	beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)
ILMN_2681776	0.50686	1.24e-02	-3.05	-2.6261	-2.68e-01	557440842	Mapk6	mitogen-activated protein kinase 6
ILMN_2808186	0.50686	1.24e-02	-3.05	-2.6263	-2.45e-01	16716602	Gtf2ird2	GTF2I repeat domain containing 2
ILMN_2664797	0.50686	1.24e-02	-3.05	-2.6282	-1.76e-01	356582314	Nbr1	neighbor of Brca1 gene 1
ILMN_1235701	0.50686	1.25e-02	-3.05	-2.6296	-4.49e-01	40789291	Ythdf1	YTH domain family 1
ILMN_2828512	0.50766	1.25e-02	-3.04	-2.6352	-3.34e-01	40254241	Efcab14	EF-hand calcium binding domain 14
ILMN_3163283	0.50766	1.26e-02	3.04	-2.6364	1.30e-01	164663781	Zfp385b	zinc finger protein 385B
ILMN_2780205	0.50766	1.26e-02	3.04	-2.6381	2.08e-01	6753293	Ctnna1	catenin (cadherin associated protein), alpha 1
ILMN_3131909	0.50766	1.26e-02	3.04	-2.6412	1.36e-01	164698475	Ovol2	ovo like zinc finger 2
ILMN_2673566	0.50766	1.26e-02	-3.04	-2.642	-8.69e-01	118129916	Eif4ebp2	eukaryotic translation initiation factor 4E binding protein 2
ILMN_2658144	0.50805	1.27e-02	3.04	-2.6449	1.55e-01	239985638	Palm	paralemmin
ILMN_2660898	0.50913	1.28e-02	-3.03	-2.6488	-1.66e-01	530231314	Aggf1	angiogenic factor with G patch and FHA domains 1
ILMN_2798839	0.51109	1.29e-02	3.03	-2.6554	1.54e-01	46309600	Tas2r126	taste receptor, type 2, member 126
ILMN_2624977	0.51109	1.29e-02	-3.03	-2.6564	-1.11e-01	117606384	Tmx3	thioredoxin-related transmembrane protein 3
ILMN_2789077	0.51289	1.30e-02	-3.02	-2.6654	-1.73e-01	254910968	Itgb1	integrin beta 1 (fibronectin receptor beta)
ILMN_2887992	0.51289	1.30e-02	-3.02	-2.6668	-5.57e-01	281485601	Mef2c	myocyte enhancer factor 2C
ILMN_1238928	0.51289	1.31e-02	-3.01	-2.6737	-1.23e-01	357197119	Mlst8	MTOR associated protein, LST8 homolog (S. cerevisiae)
ILMN_2687723	0.51289	1.32e-02	-3.01	-2.6772	-4.64e-01	NA		
ILMN_1253409	0.51289	1.33e-02	-3.01	-2.683	-2.37e-01	145966749	Kcnj8	potassium inwardly-rectifying channel, subfamily J, member 8
ILMN_1225348	0.51289	1.33e-02	-3.01	-2.6834	-2.16e-01	146149310	Fam102a	family with sequence similarity 102, member A
ILMN_2800446	0.51289	1.33e-02	3.01	-2.6845	1.61e-01	930588914	Dnaja1	DnaJ heat shock protein family (Hsp40) member A1
ILMN_1230457	0.51289	1.33e-02	-3.01	-2.6863	-5.51e-01	313569803	Cd99l2	CD99 antigen-like 2
ILMN_2860244	0.51289	1.34e-02	-3.00	-2.6912	-2.63e-01	46447824	Klhl24	kelch-like 24
ILMN_2859712	0.51289	1.34e-02	-3.00	-2.6921	-2.01e-01	142348122	Zfyve1	zinc finger, FYVE domain containing 1
ILMN_2695819	0.51289	1.34e-02	3.00	-2.6926	5.25e-01	240120063	Ddit4l	DNA-damage-inducible transcript 4-like
ILMN_2650183	0.51289	1.35e-02	3.00	-2.6934	1.43e-01	146198523	Eogt	EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase
ILMN_1231884	0.51289	1.35e-02	3.00	-2.6943	1.15e-01	134053940	Tmem121	transmembrane protein 121
ILMN_2760977	0.51289	1.35e-02	3.00	-2.6944	3.60e-01	118130830	Impact	impact, RWD domain protein
ILMN_2724585	0.51289	1.35e-02	-3.00	-2.698	-2.60e-01	451898102	Dag1	dystroglycan 1
ILMN_1225831	0.51289	1.36e-02	-3.00	-2.7	-4.12e-01	83921606	Vps72	vacuolar protein sorting 72
ILMN_3123836	0.51289	1.36e-02	3.00	-2.7006	4.73e-01	589269169	Nudt7	nudix (nucleoside diphosphate linked moiety X)-type motif 7
ILMN_2916791	0.51289	1.36e-02	-3.00	-2.7012	-2.36e-01	597436958	Zkscan17	zinc finger with KRAB and SCAN domains 17
ILMN_3149256	0.51289	1.36e-02	-2.99	-2.7042	-3.31e-01	84579884	Slc16a3	solute carrier family 16 (monocarboxylic acid transporters), member 3
ILMN_1224755	0.51289	1.36e-02	-2.99	-2.7049	-2.04e-01	119508429	Xpo7	exportin 7
ILMN_2733277	0.51289	1.36e-02	-2.99	-2.7051	-3.81e-01	146149334	Slc25a36	solute carrier family 25, member 36
ILMN_1249654	0.51289	1.37e-02	2.99	-2.7065	1.76e-01	673921843	Clasrp	CLK4-associating serine/arginine rich protein
ILMN_2595732	0.51289	1.37e-02	2.99	-2.7083	5.93e-01	58331157	Nfil3	nuclear factor, interleukin 3, regulated
ILMN_2621346	0.51621	1.39e-02	-2.98	-2.7222	-4.94e-01	160333655	Keap1	kelch-like ECH-associated protein 1
ILMN_2642913	0.51621	1.39e-02	2.98	-2.7224	6.38e-01	133892886	Emp1	epithelial membrane protein 1
ILMN_1237595	0.51621	1.39e-02	2.98	-2.723	1.23e-01	110665704	Fv1	Friend virus susceptibility 1
ILMN_2750801	0.51621	1.41e-02	-2.97	-2.7303	-2.12e-01	255982528	Rpa1	replication protein A1
ILMN_2655965	0.51621	1.41e-02	-2.97	-2.7304	-2.06e-01	266456823	Fscn2	fascin actin-bundling protein 2
ILMN_2712703	0.51621	1.42e-02	2.97	-2.736	1.32e-01	574584527	Fam110a	family with sequence similarity 110, member A
ILMN_2692723	0.51621	1.42e-02	2.97	-2.7362	6.11e-01	126723005	Lpl	lipoprotein lipase
ILMN_1230991	0.51621	1.42e-02	2.97	-2.74	3.77e-01	238637297	Atp5g1	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C1 (subunit 9)
ILMN_2931918	0.51621	1.43e-02	2.97	-2.7417	1.55e-01	160333213	Nxpe2	neurexophilin and PC-esterase domain family, member 2
ILMN_2665959	0.51621	1.43e-02	-2.97	-2.7429	-1.66e-01	169790807	Rnf168	ring finger protein 168
ILMN_2516531	0.51621	1.43e-02	2.97	-2.7444	1.30e-01	326806984	Yes1	YES proto-oncogene 1, Src family tyrosine kinase
ILMN_2699635	0.51621	1.44e-02	-2.96	-2.7474	-2.36e-01	254750704	Rab6a	RAB6A, member RAS oncogene family
ILMN_2618526	0.51621	1.45e-02	-2.96	-2.7533	-3.87e-01	146198749	Napepld	N-acyl phosphatidylethanolamine phospholipase D
ILMN_1256121	0.51621	1.45e-02	-2.96	-2.7538	-1.76e-01	114158688	Zfp282	zinc finger protein 282
ILMN_1217302	0.51621	1.45e-02	-2.96	-2.7548	-1.22e-01	112421096	Smarcc1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1
ILMN_2963009	0.51621	1.45e-02	2.96	-2.7557	1.25e-01	449310801	D630003M21Rik	RIKEN cDNA D630003M21 gene
ILMN_2681670	0.51621	1.46e-02	-2.95	-2.7604	-2.97e-01	146198722	Vps37b	vacuolar protein sorting 37B
ILMN_3127491	0.51621	1.46e-02	-2.95	-2.762	-1.59e-01	145046243	Aak1	AP2 associated kinase 1
ILMN_1250486	0.51621	1.46e-02	-2.95	-2.762	-1.15e-01	557357738	Tmem2	transmembrane protein 2
ILMN_2661650	0.51621	1.46e-02	-2.95	-2.7621	-1.42e-01	326368218	Reep6	receptor accessory protein 6
ILMN_3045269	0.51621	1.46e-02	2.95	-2.7624	1.36e-01	NA		
ILMN_2718266	0.51621	1.46e-02	-2.95	-2.7644	-2.10e-01	459215031	Fkbp5	FK506 binding protein 5
